"featureNam","pcode","featureRef","featureAlt","featureA_1","popPlaceCl","popPlace_1","admin0Name","admin0Pcod","admin1Name","admin1Pcod","admin2Name","admin2Pcod","admin3Name","admin3Pcod","date","validOn","validTo","longitude","latitude"
"Tabadaga","ML010409046","Tabadaga",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.18788591,12.79528047
"Madinanding","ML010409047","Madinanding",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.39000128,12.5717991
"Betekele","ML010409048","Betekele",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.38964141,12.54973697
"Manakoto","ML010409049","Manakoto",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.35919216,12.7065218500001
"Djilafounou","ML010409050","Djilafounou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.36412203,12.69543085
"Mogoyafara","ML010409051","Mogoyafara",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.18320603,12.8221431000001
"Moussala","ML010409052","Moussala",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.2944432799999,12.5250746
"Samassokodji","ML010409053","Samassokodji",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.25480428,12.52027422
"Narena","ML010409054","Narena",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.1869759099999,12.86250697
"Fougola","ML010409055","Fougola",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.20925553,12.8270836
"Sorato","ML010409056","Sorato",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.1890459099999,12.8196528500001
"To,Bikoto","ML010409057","To,Bikoto",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.19825578,12.82101297
"Sanoukou","ML010409058","Sanoukou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.2750241599999,12.8115819700001
"Boulandissou","ML010409059","Boulandissou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.3796817799999,12.7933301
"Simssaga","ML010409060","Simssaga",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.3538524099999,12.79198997
"Sansanto","ML010409061","Sansanto",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.2368749099999,12.87777835
"Kelouga","ML010409062","Kelouga",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.3327730299999,12.91509172
"Yeremounde","ML010409063","Yeremounde",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.34260266,12.91518172
"Satadougou","ML010409064","Satadougou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.41465091,12.6089124700001
"Berema","ML010409065","Berema",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.40460116,12.6339548500001
"Sellou","ML010409066","Sellou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.32642291,12.7502161
"Berindingala","ML010409067","Berindingala",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.3425025299999,12.75360635
"Gando","ML010409068","Gando",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.3262329099999,12.72096335
"Pandala","ML010409069","Pandala",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.30719341,12.7528363500001
"Sitakoto Dendera","ML010409070","Sitakoto Dendera",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.13606716,12.8385146000001
"Bokefara","ML010409071","Bokefara",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.13798716,12.85694647
"Dedeya","ML010409072","Dedeya",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.13918703,12.8481456000001
"Tintikabane","ML010409073","Tintikabane",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.3601221599999,12.7064918500001
"Berema","ML010409074","Berema",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.3879615299999,12.6394456
"Keniéba","ML010400000","Kenieba",NA,NA,3,"Admin2 Capital","Mali","ML","Kayes","ML01","Kenieba","ML0104","Kenieba","ML010409","2015/02/02","2015/04/24",NA,-11.23916503,12.84000897
"Bimbiya","ML010410001","Bimbiya",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.42000178,12.37521122
"Fongnokori","ML010410002","Fongnokori",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.51616003,12.5174946000001
"Manea (Lago)","ML010410003","Manea (Lago)",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.47256078,12.42926622
"Monlongon (Kibary)","ML010410004","Monlongon (Kibary)",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.46253103,12.38226172
"Sisimbo","ML010410005","Sisimbo",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.42324178,12.3764813500001
"Sitakoto","ML010410006","Sitakoto",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.4857105299999,12.4317464700001
"Tantalabe","ML010410007","Tantalabe",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.43104153,12.39884335
"Kouroukoto","ML010410008","Kouroukoto",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.40249253,12.60327297
"Djouko","ML010410009","Djouko",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.3585333999999,12.6229448500001
"Farina","ML010410010","Farina",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.3442036499999,12.6284354700001
"Kolonmagnikele","ML010410011","Kolonmagnikele",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.31852428,12.6513876
"Kouroukoto Bandiaya","ML010410012","Kouroukoto Bandiaya",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.36878315,12.6876209700001
"Segafina","ML010410013","Segafina",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.3635132799999,12.6605184700001
"Madina Talibe","ML010410014","Madina Talibe",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.69176615,12.41177435
"Ndireou","ML010410015","Ndireou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.7013658999999,12.4167249700001
"Tiewiri","ML010410016","Tiewiri",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.6888062799999,12.4093041
"Yilimalo","ML010410017","Yilimalo",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.6777964,12.42086535
"Namou","ML010410018","Namou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.67144653,12.3984631000001
"Niarakira","ML010410019","Niarakira",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.3495337799999,12.7150137200001
"Dar-Slam","ML010410020","Dar-Slam",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.36951328,12.6774501
"Konkotofara","ML010410021","Konkotofara",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.3432139,12.68895122
"Trauwa","ML010410022","Trauwa",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.35214353,12.6786501
"Oulara","ML010410023","Oulara",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.41142228,12.7389358500001
"Saraya","ML010410024","Saraya",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.4107723999999,12.73692572
"Sitafeto","ML010410025","Sitafeto",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.2746552799999,12.70293272
"Kodala","ML010410026","Kodala",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.29979465,12.70484272
"Kourouseinkoro","ML010410027","Kourouseinkoro",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.28653503,12.7020824700001
"Woyodanna","ML010410028","Woyodanna",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.3155944,12.7073629700001
"Benda","ML010410029","Benda",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.52533965,12.47274035
"Bandiaya","ML010410030","Bandiaya",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.50529015,12.55101797
"Bansanto","ML010410031","Bansanto",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.51065003,12.5474876000001
"Djanama","ML010410032","Djanama",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.4652911499999,12.57915072
"Kamia","ML010410033","Kamia",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.5173599,12.52275522
"Oulounkole","ML010410034","Oulounkole",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.57421865,12.4669198500001
"Samagala","ML010410035","Samagala",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.5190999,12.5345963500001
"Sansakore","ML010410036","Sansakore",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.44680153,12.5915917200001
"Kouroukoto","ML010410000","Kouroukoto",NA,NA,4,"Admin3 Capital","Mali","ML","Kayes","ML01","Kenieba","ML0104","Kouroukoto","ML010410","2015/02/02","2015/04/24",NA,-10.40249253,12.6032731
"Alamakolon","ML010411001","Alamakolon",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Sagalo","ML010411","2015/02/02","2015/04/24",NA,-10.68344603,12.14459885
"Dakounta","ML010411002","Dakounta",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Sagalo","ML010411","2015/02/02","2015/04/24",NA,-10.66759653,12.30994472
"Daboulabe","ML010411003","Daboulabe",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Sagalo","ML010411","2015/02/02","2015/04/24",NA,-10.59418828,12.4441176
"Foutabe","ML010411004","Foutabe",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kenieba","ML0104","Sagalo","ML010411","2015/02/02","2015/04/24",NA,-10.66063665,12.32659635
