"featureNam","pcode","featureRef","featureAlt","featureA_1","popPlaceCl","popPlace_1","admin0Name","admin0Pcod","admin1Name","admin1Pcod","admin2Name","admin2Pcod","admin3Name","admin3Pcod","date","validOn","validTo","longitude","latitude"
"Takoutala","ML050406056","Takoutala",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","N'dodjiga","ML050406","2015/02/02","2015/04/24",NA,-4.08100039899995,15.69563622
"Tiel-Baro","ML050406057","Tiel-Baro",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","N'dodjiga","ML050406","2015/02/02","2015/04/24",NA,-4.00768152399996,15.5330011
"Yougouna","ML050406058","Yougouna",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","N'dodjiga","ML050406","2015/02/02","2015/04/24",NA,-4.06226064899994,15.59508672
"Youmoura","ML050406059","Youmoura",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","N'dodjiga","ML050406","2015/02/02","2015/04/24",NA,-3.99221214799996,15.6870956000001
"Sare Sassi","ML050406060","Sare Sassi",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","N'dodjiga","ML050406","2015/02/02","2015/04/24",NA,-4.01258177399995,15.68619547
"Tourgouna","ML050406061","Tourgouna",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","N'dodjiga","ML050406","2015/02/02","2015/04/24",NA,-4.01340177399993,15.69392622
"Sah","ML050406000","Sah",NA,NA,4,"Admin3 Capital","Mali","ML","Mopti","ML05","Youwarou","ML0504","N'dodjiga","ML050406","2015/02/02","2015/04/24",NA,-4.04939089899995,15.62128935
"M'Banadji","ML050407001","MBanadji",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.31308452399998,15.21219997
"Aoure","ML050407002","Aoure",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.31305514899998,15.5185791000001
"Banguita","ML050407003","Banguita",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.35393377399993,15.2831666000001
"Dienna","ML050407004","Dienna",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.43979277399995,15.6586219700001
"Kokom","ML050407005","Kokom",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.47129214899996,15.6498611000001
"Diolly","ML050407006","Diolly",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.38558352399997,15.43362097
"Enguem","ML050407007","Enguem",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.28825564899995,15.4796354700001
"Mamou","ML050407008","Mamou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.29525552399997,15.48543597
"Sokotoma","ML050407009","Sokotoma",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.25494614899998,15.4469224700001
"Fafou","ML050407010","Fafou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.35143427399993,15.46461385
"Goureye","ML050407011","Goureye",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-0.441795394999929,15.6880931000001
"Diafina","ML050407012","Diafina",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.35728452399997,15.63364997
"Kadigui","ML050407013","Kadigui",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.41997252399995,15.34826272
"Gonoba","ML050407014","Gonoba",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.40211302399996,15.35075297
"Kangourou","ML050407015","Kangourou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.40630289899997,15.39063672
"Koira","ML050407016","Koira",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.38705389899997,15.6561919700001
"M'Baradou","ML050407017","MBaradou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.31945477399995,15.4027181000001
"Oualadou","ML050407018","Oualadou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.25476589899995,15.2306118500001
"Bambo Daga","ML050407019","Bambo Daga",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.23002627399995,15.2228011
"Walado Daga","ML050407020","Walado Daga",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.25747577399994,15.22633147
"Ouanam","ML050407021","Ouanam",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.32467502399993,15.5618031000001
"Pirso","ML050407022","Pirso",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.40771352399997,15.6613224700001
"Roubere","ML050407023","Roubere",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.37730364899994,15.4959867200001
"Fallou","ML050407024","Fallou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.35958427399993,15.5176688500001
"Sakamara","ML050407025","Sakamara",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.39430352399995,15.5580326
"Simassi","ML050407026","Simassi",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.44051264899997,15.6322396
"Tana","ML050407027","Tana",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.39606314899993,15.39228697
"Yogoro","ML050407028","Yogoro",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.31838489899997,15.43829147
"Youwarou Ouro","ML050407029","Youwarou Ouro",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.26164589899997,15.36631472
"Youwarou Hombolore","ML050407030","Youwarou Hombolore",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.26044589899993,15.37645572
"Youwarou","ML050400000","Youwarou",NA,NA,3,"Admin2 Capital","Mali","ML","Mopti","ML05","Youwarou","ML0504","Youwarou","ML050407","2015/02/02","2015/04/24",NA,-4.26332264899997,15.36615235
"Bougoula","ML050501001","Bougoula",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.50241802399995,13.7220076
"Konio Marka","ML050501002","Konio Marka",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.46989852399997,13.6741231
"Konio-Peulh","ML050501003","Konio-Peulh",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.46891864899993,13.67716347
"Kouin","ML050501004","Kouin",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.50020802399996,13.78612372
"Sarantomo","ML050501005","Sarantomo",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.46245889899996,13.7557109700001
"Sirabougou-Bambara","ML050501006","Sirabougou-Bambara",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.54690702399995,13.7341987200001
"Sirabougou-Bozo","ML050501007","Sirabougou-Bozo",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.53467727399993,13.73216847
"Wougoudan","ML050501008","Wougoudan",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.53655727399996,13.69746522
"Sirabougou-Peulh","ML050501009","Sirabougou-Peulh",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.53848727399998,13.7346888500001
"Tacko","ML050501010","Tacko",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.51369777399998,13.7581911
"Flawere","ML050501011","Flawere",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.51216789899996,13.7640516000001
"Kaka-Djenepo Moussa-T","ML050501012","Kaka-Djenepo Moussa-T",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.52146752399995,13.75633097
"Mamadou-Konta Daga","ML050501013","Mamadou-Konta Daga",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.51856764899998,13.7588711
"Touana","ML050501014","Touana",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.54183702399996,13.6806136000001
"Touara-Peulh","ML050501015","Touara-Peulh",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.53893714899993,13.65310097
"Konio-Marka","ML050501000","Konio-Marka",NA,NA,4,"Admin3 Capital","Mali","ML","Mopti","ML05","Djenne","ML0505","Dandougou Fakala","ML050501","2015/02/02","2015/04/24",NA,-4.46666664899993,13.6708336
"Diombougou","ML050502001","Diombougou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Derrary","ML050502","2015/02/02","2015/04/24",NA,-4.51046814899996,13.9574501000001
"Gagna","ML050502002","Gagna",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Derrary","ML050502","2015/02/02","2015/04/24",NA,-4.50956827399995,14.0079248500001
"Koina","ML050502003","Koina",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Derrary","ML050502","2015/02/02","2015/04/24",NA,-4.49086877399998,14.0422583500001
"Koroboro","ML050502004","Koroboro",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Derrary","ML050502","2015/02/02","2015/04/24",NA,-4.47893902399994,14.07958172
"Lanaoue","ML050502005","Lanaoue",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Derrary","ML050502","2015/02/02","2015/04/24",NA,-4.49030889899996,14.1018239700001
"Siman-Bambara","ML050502006","Siman-Bambara",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Derrary","ML050502","2015/02/02","2015/04/24",NA,-4.46654914899995,14.0395981
"Siman-Bozo","ML050502007","Siman-Bozo",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Derrary","ML050502","2015/02/02","2015/04/24",NA,-4.46014927399995,14.0340474700001
"Soumatogo","ML050502008","Soumatogo",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Derrary","ML050502","2015/02/02","2015/04/24",NA,-4.49825852399994,13.98364272
"Gagna","ML050502000","Gagna",NA,NA,4,"Admin3 Capital","Mali","ML","Mopti","ML05","Djenne","ML0505","Derrary","ML050502","2015/02/02","2015/04/24",NA,-4.50956827399995,14.00792497
"Balle Seyna","ML050503001","Balle Seyna",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.46392902399998,13.9049252200001
"Seina","ML050503002","Seina",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.45443902399995,13.82353735
"Diabolo","ML050503003","Diabolo",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.52925752399995,13.84565947
"Djenne","ML050503004","Djenne",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.55618714899992,13.90460497
"Sanouna","ML050503005","Sanouna",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.51784789899995,13.87928272
"Gomnikouboye","ML050503006","Gomnikouboye",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.54582739899996,13.9364279700001
"Kamaraga","ML050503007","Kamaraga",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.55939714899995,13.9256671000001
"Alamante","ML050503008","Alamante",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.56885689899997,13.9239168500001
"Kera","ML050503009","Kera",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.45683927399995,13.9142759700001
"Niala","ML050503010","Niala",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.53142764899997,13.9119657200001
"Soula","ML050503011","Soula",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.54070727399994,13.80432547
"Syn","ML050503012","Syn",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.48040864899997,13.85029997
"Solinda","ML050503013","Solinda",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.47995877399995,13.86929185
"Welingara","ML050503014","Welingara",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.55421727399994,13.9114756000001
"Fokolorei","ML050503015","Fokolorei",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.56607689899994,13.9151661
"Ronde Sourou","ML050503016","Ronde Sourou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.55958702399994,13.91357585
"Yentela","ML050503017","Yentela",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.52256802399995,13.95425985
"Djenné","ML050500000","Djenne",NA,NA,3,"Admin2 Capital","Mali","ML","Mopti","ML05","Djenne","ML0505","Djenne Commune","ML050503","2015/02/02","2015/04/24",NA,-4.55728027399994,13.9057659700001
"Abdoulkarim","ML050504001","Abdoulkarim",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.17114552399994,14.0974741000001
"Sebe-Daga","ML050504002","Sebe-Daga",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.18631514899994,14.11008522
"Bambarawel","ML050504003","Bambarawel",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.12660652399995,14.1605001
"Baratou","ML050504004","Baratou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.38913077399997,13.9391386
"Biba","ML050504005","Biba",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.24510377399997,14.0494093500001
"Daga-Bida","ML050504006","Daga-Bida",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.25132377399996,14.0497894700001
"Bonguel","ML050504007","Bonguel",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.13591614899997,14.08395297
"Dedougou","ML050504008","Dedougou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.12914652399996,14.15264947
"Degou","ML050504009","Degou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.12307639899996,14.0666212200001
"Gourel Bouari","ML050504010","Gourel Bouari",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.12166639899993,14.0663311000001
"Diaba-Allaye","ML050504011","Diaba-Allaye",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.20028464899997,14.0002247200001
"Nema","ML050504012","Nema",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.20752452399995,13.95381022
"Ouro-Fatoumata Mossi","ML050504013","Ouro-Fatoumata Mossi",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.21663427399994,13.9633911
"Diaba-Peulh","ML050504014","Diaba-Peulh",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.20343477399996,14.01791647
"Ouro-Almami","ML050504015","Ouro-Almami",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.20034464899993,14.0033551
"Tiarga-Peulh","ML050504016","Tiarga-Peulh",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.17181527399993,13.97331222
"Djongue-Bambara","ML050504017","Djongue-Bambara",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.15853577399997,14.10496485
"Djongue-Ouro","ML050504018","Djongue-Ouro",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.10694689899998,14.1647506
"Goundaka","ML050504019","Goundaka",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.17982514899995,14.0637808500001
"Guidiowel","ML050504020","Guidiowel",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.19821477399995,14.0694812200001
"Kaka","ML050504021","Kaka",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.24238389899995,14.0151462200001
"Domono Broula Zakaria","ML050504022","Domono Broula Zakaria",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.25452364899996,14.05899035
"Malobana","ML050504023","Malobana",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.24315377399995,14.00649535
"Kankelena","ML050504024","Kankelena",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.22955414899997,13.99324397
"Kombaka","ML050504025","Kombaka",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.23788377399995,13.96300122
"Charbom-Daga","ML050504026","Charbom-Daga",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.25787339899995,13.9209471
"Dakadobai","ML050504027","Dakadobai",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.25663352399994,13.9761522200001
"Woro Ahaly","ML050504028","Woro Ahaly",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.22602414899995,13.9548103500001
"Woro Amadou Glema","ML050504029","Woro Amadou Glema",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.22133427399996,13.9578106000001
"Woro Amadou Guindo","ML050504030","Woro Amadou Guindo",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.21146439899996,13.9513799700001
"Woro Amombo","ML050504031","Woro Amombo",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.24264389899997,13.98686335
"Woro Boukary","ML050504032","Woro Boukary",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.21548427399995,13.9561704700001
"Woro Djibril Traore","ML050504033","Woro Djibril Traore",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.22196414899997,13.9611108500001
"Woro Dramane Djire","ML050504034","Woro Dramane Djire",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.22046427399994,13.9635012200001
"Woro Moriba","ML050504035","Woro Moriba",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.20948427399998,13.9414691000001
"Woro Yeso","ML050504036","Woro Yeso",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.23874377399994,13.96733147
"Kouffadakadian","ML050504037","Kouffadakadian",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.16596564899993,14.1529993500001
"Dakadian","ML050504038","Dakadian",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.18374539899997,14.1589899700001
"Koulebala-Dogon","ML050504039","Koulebala-Dogon",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.14944564899997,13.96248122
"Koulebala-Mossi","ML050504040","Koulebala-Mossi",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.15096564899994,13.9593509700001
"Koundaraka","ML050504041","Koundaraka",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.27922289899993,13.9088758500001
"Mansaba","ML050504042","Mansaba",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.26061327399998,13.9283077200001
"Boudou-Bokodji","ML050504043","Boudou-Bokodji",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.25916339899993,13.9346783500001
"Djanweli I","ML050504044","Djanweli I",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.25397339899996,13.92314722
"Djaweli II","ML050504045","Djaweli II",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.25173352399997,13.9209671
"Montorobougou","ML050504046","Montorobougou",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.24511377399995,14.0402684700001
"Nia-Moussa","ML050504047","Nia-Moussa",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.10985664899994,14.0288976000001
"Bamtina","ML050504048","Bamtina",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.14083602399995,14.03727847
"Nia-Ouro","ML050504049","Nia-Ouro",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.12394627399993,14.00673547
"Tiarki","ML050504050","Tiarki",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.16537527399993,13.9743923500001
"Noumousso","ML050504051","Noumousso",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.15458564899996,14.00935572
"Sofara","ML050504052","Sofara",NA,NA,5,NA,"Mali","ML","Mopti","ML05","Djenne","ML0505","Fakala","ML050504","2015/02/02","2015/04/24",NA,-4.23145402399996,14.0125758500001
